"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.74","48.94","CHEMAINUS","1011500","2010-06-03","2010","06","03","†","17.0","","7.5","","12.3","","5.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-04","2010","06","04","†","18.0","","9.5","","13.8","","4.2","","0.0","","7.2","","0.0","","7.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-05","2010","06","05","†","19.0","","9.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-06","2010","06","06","†","16.5","","10.5","","13.5","","4.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-07","2010","06","07","†","19.0","","11.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-08","2010","06","08","†","19.0","","11.0","","15.0","","3.0","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-09","2010","06","09","†","18.0","","11.0","","14.5","","3.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-10","2010","06","10","†","16.0","","10.5","","13.3","","4.7","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-11","2010","06","11","†","19.0","","12.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-12","2010","06","12","†","22.5","","10.0","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-13","2010","06","13","†","20.0","","13.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-14","2010","06","14","†","18.0","","8.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-15","2010","06","15","†","17.0","","10.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-16","2010","06","16","†","18.5","","9.5","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-17","2010","06","17","†","19.0","","11.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-18","2010","06","18","†","19.5","","10.5","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-19","2010","06","19","†","22.0","","11.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-20","2010","06","20","†","18.5","","13.0","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-21","2010","06","21","†","18.5","","11.5","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-22","2010","06","22","†","21.5","","10.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-23","2010","06","23","†","24.0","","14.5","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-24","2010","06","24","†","24.5","","16.5","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-25","2010","06","25","†","22.0","","14.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-26","2010","06","26","†","19.5","","11.0","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-27","2010","06","27","†","20.5","","12.5","","16.5","","1.5","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-28","2010","06","28","†","21.0","","11.5","","16.3","","1.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-29","2010","06","29","†","19.0","","9.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-30","2010","06","30","†","18.5","","8.5","","13.5","","4.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-01","2010","07","01","†","16.5","","11.0","","13.8","","4.2","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-02","2010","07","02","†","19.5","","10.0","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-03","2010","07","03","†","20.5","","11.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-04","2010","07","04","†","20.5","","11.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-05","2010","07","05","†","20.5","","13.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-06","2010","07","06","†","25.0","","12.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-07","2010","07","07","†","31.5","","16.5","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-08","2010","07","08","†","32.5","","18.0","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-09","2010","07","09","†","30.0","","19.0","","24.5","","0.0","","6.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-10","2010","07","10","†","28.0","","17.0","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-11","2010","07","11","†","25.0","","15.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-12","2010","07","12","†","20.0","","11.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-13","2010","07","13","†","20.5","","13.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-14","2010","07","14","†","23.5","","12.0","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-15","2010","07","15","†","24.0","","12.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-16","2010","07","16","†","21.5","","12.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-17","2010","07","17","†","22.5","","13.0","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-18","2010","07","18","†","22.5","","13.0","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-19","2010","07","19","†","22.0","","13.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-20","2010","07","20","†","24.0","","15.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-21","2010","07","21","†","26.5","","15.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-22","2010","07","22","†","23.0","","16.5","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-23","2010","07","23","†","24.5","","12.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-24","2010","07","24","†","25.5","","15.5","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-25","2010","07","25","†","26.5","","14.5","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-26","2010","07","26","†","27.0","","15.0","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-27","2010","07","27","†","25.5","","16.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-28","2010","07","28","†","24.5","","15.0","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-29","2010","07","29","†","23.5","","14.5","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-30","2010","07","30","†","24.5","","15.0","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-07-31","2010","07","31","†","24.5","","14.5","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-01","2010","08","01","†","23.5","","14.5","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-02","2010","08","02","†","24.5","","15.0","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-03","2010","08","03","†","24.5","","15.5","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-04","2010","08","04","†","28.5","","16.5","","22.5","","0.0","","4.5","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-05","2010","08","05","†","27.0","","18.0","","22.5","","0.0","","4.5","","1.4","","0.0","","1.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-06","2010","08","06","†","22.0","","17.0","","19.5","","0.0","","1.5","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-07","2010","08","07","†","17.5","","15.0","","16.3","","1.7","","0.0","","20.3","","0.0","","20.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-08","2010","08","08","†","19.0","","16.0","","17.5","","0.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-09","2010","08","09","†","17.5","","15.0","","16.3","","1.7","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-10","2010","08","10","†","22.5","","13.5","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-11","2010","08","11","†","23.5","","13.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-12","2010","08","12","†","23.0","","14.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-13","2010","08","13","†","29.5","","15.0","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-14","2010","08","14","†","32.0","","17.0","","24.5","","0.0","","6.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-15","2010","08","15","†","32.0","","18.5","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-16","2010","08","16","†","30.0","","18.0","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-17","2010","08","17","†","28.0","","17.5","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-18","2010","08","18","†","21.5","","14.0","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-19","2010","08","19","†","21.5","","14.5","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-20","2010","08","20","†","20.0","","13.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-21","2010","08","21","†","22.0","","12.0","","17.0","","1.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-22","2010","08","22","†","21.0","","12.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-23","2010","08","23","†","22.0","","12.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-24","2010","08","24","†","24.5","","12.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-25","2010","08","25","†","26.0","","15.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-26","2010","08","26","†","22.5","","15.5","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-27","2010","08","27","†","21.5","","11.0","","16.3","","1.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-28","2010","08","28","†","20.0","","10.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-29","2010","08","29","†","20.5","","10.0","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-30","2010","08","30","†","21.0","","9.5","","15.3","","2.7","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-08-31","2010","08","31","†","15.5","","11.0","","13.3","","4.7","","0.0","","9.8","","0.0","","9.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-01","2010","09","01","†","19.0","","10.5","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-02","2010","09","02","†","21.5","","9.0","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-03","2010","09","03","†","24.0","","12.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-04","2010","09","04","†","19.5","","12.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-05","2010","09","05","†","18.5","","10.0","","14.3","","3.7","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-06","2010","09","06","†","14.0","","11.0","","12.5","","5.5","","0.0","","6.1","","0.0","","6.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-07","2010","09","07","†","18.5","","12.5","","15.5","","2.5","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-08","2010","09","08","†","20.5","","11.5","","16.0","","2.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-09","2010","09","09","†","20.5","","9.5","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-10","2010","09","10","†","19.0","","12.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-11","2010","09","11","†","17.5","","9.0","","13.3","","4.7","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-12","2010","09","12","†","14.5","","11.5","","13.0","","5.0","","0.0","","11.6","","0.0","","11.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-13","2010","09","13","†","17.0","","13.0","","15.0","","3.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-14","2010","09","14","†","20.0","","11.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-15","2010","09","15","†","19.0","","13.0","","16.0","","2.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-16","2010","09","16","†","18.5","","13.5","","16.0","","2.0","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-17","2010","09","17","†","20.0","","14.5","","17.3","","0.7","","0.0","","18.4","","0.0","","18.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-18","2010","09","18","†","17.0","","14.0","","15.5","","2.5","","0.0","","11.2","","0.0","","11.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-19","2010","09","19","†","21.5","","14.5","","18.0","","0.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-20","2010","09","20","†","18.5","","13.0","","15.8","","2.2","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-21","2010","09","21","†","16.5","","11.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-22","2010","09","22","†","17.0","","7.5","","12.3","","5.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-23","2010","09","23","†","14.0","","11.0","","12.5","","5.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-24","2010","09","24","†","15.0","","10.5","","12.8","","5.2","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-25","2010","09","25","†","21.5","","13.0","","17.3","","0.7","","0.0","","14.8","","0.0","","14.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-26","2010","09","26","†","17.5","","14.5","","16.0","","2.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-27","2010","09","27","†","23.0","","13.5","","18.3","","0.0","","0.3","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-28","2010","09","28","†","20.5","","15.5","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-29","2010","09","29","†","18.0","","9.5","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-09-30","2010","09","30","†","19.0","","9.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-01","2010","10","01","†","21.0","","11.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-02","2010","10","02","†","19.0","","11.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-03","2010","10","03","†","15.0","","10.5","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-04","2010","10","04","†","15.5","","9.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-05","2010","10","05","†","16.0","","6.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-06","2010","10","06","†","17.5","","7.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-07","2010","10","07","†","15.0","","7.5","","11.3","","6.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-08","2010","10","08","†","14.5","","12.0","","13.3","","4.7","","0.0","","17.9","","0.0","","17.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-09","2010","10","09","†","15.5","","12.0","","13.8","","4.2","","0.0","","29.0","","0.0","","29.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-10","2010","10","10","†","18.5","","11.5","","15.0","","3.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-11","2010","10","11","†","14.5","","6.0","","10.3","","7.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-12","2010","10","12","†","15.0","","10.5","","12.8","","5.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-13","2010","10","13","†","16.5","","7.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-14","2010","10","14","†","14.0","","7.0","","10.5","","7.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-15","2010","10","15","†","12.5","","4.5","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-16","2010","10","16","†","13.0","","3.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-17","2010","10","17","†","12.0","","4.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-18","2010","10","18","†","12.0","","7.0","","9.5","","8.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-19","2010","10","19","†","16.0","","7.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-20","2010","10","20","†","15.5","","7.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-21","2010","10","21","†","12.0","","6.0","","9.0","","9.0","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-22","2010","10","22","†","16.0","","9.5","","12.8","","5.2","","0.0","","1.9","","0.0","","1.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-23","2010","10","23","†","13.5","","9.0","","11.3","","6.7","","0.0","","20.6","","0.0","","20.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-24","2010","10","24","†","11.0","","7.5","","9.3","","8.7","","0.0","","12.2","","0.0","","12.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-25","2010","10","25","†","13.5","","7.5","","10.5","","7.5","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-26","2010","10","26","†","10.5","","7.5","","9.0","","9.0","","0.0","","0.9","","0.0","","0.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-27","2010","10","27","†","11.5","","7.5","","9.5","","8.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-28","2010","10","28","†","10.5","","8.0","","9.3","","8.7","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-29","2010","10","29","†","11.5","","7.0","","9.3","","8.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-30","2010","10","30","†","12.0","","6.0","","9.0","","9.0","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-10-31","2010","10","31","†","12.5","","6.0","","9.3","","8.7","","0.0","","12.8","","0.0","","12.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-11-01","2010","11","01","†","15.0","","8.0","","11.5","","6.5","","0.0","","22.0","","0.0","","22.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-11-02","2010","11","02","†","14.0","","7.5","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-11-03","2010","11","03","†","15.0","","7.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-11-04","2010","11","04","†","14.5","","6.0","","10.3","","7.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-11-05","2010","11","05","†","11.0","","9.0","","10.0","","8.0","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-11-06","2010","11","06","†","10.5","","4.0","","7.3","","10.7","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
